pk,jsondata,key,description,value_pk,source_pk
1220,{},,,1854,11
1221,{},,162b,1857,12
1222,{},,3617,1858,21
1223,{},,3618,1859,21
1224,{},,3619,1860,21
1225,{},,3620,1861,21
1226,{},,3630,1862,21
1227,{},,,1862,48
1228,{},,,1863,7
1229,{},,1883a,1865,10
1230,{},,1882,1866,7
1231,{},,2780,1868,18
1232,{},,,1870,11
1233,{},,30a,1873,12
1234,{},,192,1874,13
1235,{},,426b,1877,23
1236,{},,88,1878,23
1237,{},,426,1879,23
1238,{},,3925,1880,18
1239,{},,,1882,11
1240,{},,,1884,2
1241,{},,43,1886,19
1242,{},,26,1886,1
1243,{},,184a,1887,12
1244,{},,28,1889,13
1245,{},,259,1891,21
1246,{},,,1892,11
1247,{},,649,1893,23
1248,{},,649,1894,23
1249,{},,2717,1895,18
1250,{},,436b,1897,20
1251,{},,145a,1900,12
1252,{},,,1902,11
1253,{},,,1903,7
1254,{},,,1903,11
1255,{},,211,1906,10
1256,{},,211,1907,10
1257,{},,,1908,3
1258,{},,,1909,3
1259,{},,290,1910,23
1260,{},,358,1911,23
1261,{},,434,1912,23
1262,{},,628,1913,23
1263,{},,832,1914,23
1264,{},,651,1915,23
1265,{},,,1916,11
1266,{},,26,1917,27
1267,{},,322a,1918,4
1268,{},,265a,1919,4
1269,{},,2940,1920,18
1270,{},,2238,1921,18
1271,{},,2571,1922,18
1272,{},,2730,1923,18
1273,{},,,1928,17
1274,{},,,1929,11
1275,{},,,1930,11
1276,{},,,1931,7
1277,{},,,1931,11
1278,{},,,1932,11
1279,{},,,1933,11
1280,{},,,1936,2
1281,{},,,1937,2
1282,{},,42,1940,19
1283,{},,46b,1942,12
1284,{},,181,1944,13
1285,{},,,1946,10
1286,{},,281b,1947,4
1287,{},,,1950,2
1288,{},,,1951,15
1289,{},,56,1952,19
1290,{},,7,1952,1
1291,{},,259,1954,21
1292,{},,,1955,11
1293,{},,,1955,49
1294,{},,755a,1956,23
1295,{},,,1957,10
1296,{},,574b,1958,20
1297,{},,,1959,7
1298,{},,,1960,11
1299,{},,55b,1963,12
1300,{},,173,1965,13
1301,{},,,1966,11
1302,{},,,1969,3
1303,{},,,1970,3
1304,{},,214b,1971,4
1305,{},,,1972,3
1306,{},,,1973,10
1307,{},,,1974,17
1308,{},,465,1975,18
1309,{},,,1977,17
1310,{},,,1978,11
1311,{},,,1979,16
1312,{},,51,1982,19
1313,{},,90b,1984,12
1314,{},,,1986,11
1315,{},,,1989,3
1316,{},,,1990,3
1317,{},,508a,1991,23
1318,{},,327a,1992,4
1319,{},,,1992,5
1320,{},,238a,1993,4
1321,{},,3158,1994,18
1322,{},,3038,1995,18
1323,{},,,1998,11
1324,{},,,1998,24
1325,{},,,1999,7
1326,{},,,2003,7
1327,{},,122b,2005,12
1328,{},,59,2007,13
1329,{},,257,2009,21
1330,{},,44,2011,19
1331,{},,70,2011,1
1332,{},,,2012,3
1333,{},,,2013,10
1334,{},,183b,2016,4
1335,{},,171,2017,25
1336,{},,109,2019,20
1337,{},,,2020,2
1338,{},,195,2023,10
1339,{},,,2024,3
1340,{},,,2026,11
1341,{},,324b,2027,4
1342,{},,,2027,5
1343,{},,,2028,11
1344,{},,37b,2031,12
1345,{},,,2034,11
1346,{},,,2036,3
1347,{},,,2037,11
1348,{},,,2038,50
1349,{},,40,2040,19
1350,{},,81,2040,1
1351,{},,,2041,3
1352,{},,,2042,33
1353,{},,,2042,10
1354,{},,,2043,32
1355,{},,,2047,41
1356,{},,180b,2049,4
1357,{},,3062,2050,18
1358,{},,,2053,2
1359,{},,,2055,3
1360,{},,,2056,11
1361,{},,330a,2057,4
1362,{},,,2058,5
1363,{},,,2059,3
1364,{},,,2060,11
1365,{},,,2063,11
1366,{},,,2065,3
1367,{},,,2065,11
1368,{},,,2066,11
1369,{},,273a,2070,4
1370,{},,273a,2071,4
1371,{},,,2072,11
1372,{},,,2073,11
1373,{},,,2074,11
1374,{},,,2076,11
1375,{},,143a,2077,12
1376,{},,143b,2078,12
1377,{},,,2079,30
1378,{},,2022,2081,21
1379,{},,2023,2082,21
1380,{},,323,2083,23
1381,{},,323,2084,23
1382,{},,323,2085,23
1383,{},,323,2086,23
1384,{},,324,2087,23
1385,{},,324,2088,23
1386,{},,324,2089,23
1387,{},,324,2090,23
1388,{},,324,2091,23
1389,{},,324,2092,23
1390,{},,326,2093,4
1391,{},,,2093,5
1392,{},,326,2094,4
1393,{},,,2094,5
1394,{},,,2095,51
1395,{},,236a,2096,4
1396,{},,3107,2097,18
1397,{},,269,2098,18
1398,{},,3119,2099,18
1399,{},,65,2109,10
1400,{},,256,2110,23
1401,{},,256,2111,23
1402,{},,409,2112,23
1403,{},,2044,2113,21
1404,{},,224,2115,8
1405,{},,224,2116,8
1406,{},,249,2117,8
1407,{},,249,2118,8
1408,{},,224,2119,8
1409,{},,256,2120,8
1410,{},,256,2121,8
1411,{},,150,2122,8
1412,{},,153,2123,8
1413,{},,856,2127,18
1414,{},,857,2128,18
1415,{},,892,2129,18
1416,{},,981,2130,18
1417,{},,951,2131,18
1418,{},,1073,2132,18
1419,{},,1077,2133,18
1420,{},,,2141,2
1421,{},,,2142,47
1422,{},,,2143,47
1423,{},,,2144,47
1424,{},,,2145,2
1425,{},,,2146,2
1426,{},,,2147,47
1427,{},,,2148,47
1428,{},,,2149,2
1429,{},,,2150,2
1430,{},,,2151,2
1431,{},,,2152,2
1432,{},,,2153,2
1433,{},,,2154,2
1434,{},,,2155,2
1435,{},,,2156,2
1436,{},,,2157,2
1437,{},,65,2160,19
1438,{},,65,2161,19
1439,{},,65,2162,19
1440,{},,65,2163,19
1441,{},,65,2164,19
1442,{},,101,2165,43
1443,{},,101,2166,43
1444,{},,66,2167,19
1445,{},,63,2168,19
1446,{},,65,2169,19
1447,{},,102,2171,43
1448,{},,102,2172,43
1449,{},,101,2173,43
1450,{},,102,2174,43
1451,{},,728,2179,21
1452,{},,730,2180,21
1453,{},,,2183,7
1454,{},,,2184,11
1455,{},,37b,2186,12
1456,{},,3203,2189,21
1457,{},,65,2191,19
1458,{},,,2192,2
1459,{},,183b,2195,4
1460,{},,234a,2196,4
1461,{},,234a,2197,4
1462,{},,252a,2198,4
1463,{},,,2200,11
1464,{},,,2201,7
1465,{},,619,2202,18
1466,{},,,2204,11
1467,{},,30a,2207,12
1468,{},,,2211,7
1469,{},,,2212,3
1470,{},,323b,2213,4
1471,{},,,2214,10
1472,{},,288a,2215,4
1473,{},,3627,2216,18
1474,{},,113a,2219,20
1475,{},,,2220,7
1476,{},,256,2221,21
1477,{},,17b,2225,12
1478,{},,,2229,7
1479,{},,,2230,7
1480,{},,641b,2231,23
1481,{},,,2232,3
1482,{},,,2233,31
1483,{},,320a,2234,4
1484,{},,208b,2235,4
1485,{},,3451,2236,18
1486,{},,2686,2237,18
1487,{},,629a,2240,20
1488,{},,,2241,11
1489,{},,,2242,11
1490,{},,61,2243,21
1491,{},,79b,2246,12
1492,{},,201b,2247,12
1493,{},,120,2249,13
1494,{},,,2250,7
1495,{},,,2253,3
1496,{},,102,2254,52
1497,{},,,2255,16
1498,{},,323b,2256,4
1499,{},,292a,2257,4
1500,{},,,2257,23
1501,{},,845,2258,18
1502,{},,1016,2259,18
1503,{},,,2262,7
1504,{},,,2264,2
1505,{},,48,2268,19
1506,{},,,2269,7
1507,{},,58,2269,13
1508,{},,41b,2270,12
1509,{},,,2273,11
1510,{},,,2274,7
1511,{},,,2275,31
1512,{},,,2276,38
1513,{},,192b,2277,4
1514,{},,2473,2278,18
1515,{},,,2281,11
1516,{},,,2285,11
1517,{},,,2287,7
1518,{},,173,2289,10
1519,{},,326,2290,4
1520,{},,97,2291,20
1521,{},,,2293,2
1522,{},,40,2294,19
1523,{},,,2298,3
1524,{},,221,2299,10
1525,{},,,2300,3
1526,{},,359,2301,23
1527,{},,609,2302,23
1528,{},,,2303,11
1529,{},,261b,2304,4
1530,{},,2980,2305,18
1531,{},,2028,2306,18
1532,{},,447a,2309,20
1533,{},,,2310,11
1534,{},,,2311,2
1535,{},,,2314,7
1536,{},,142,2315,17
1537,{},,132b,2316,12
1538,{},,,2317,11
1539,{},,,2321,3
1540,{},,308b,2322,23
1541,{},,55f,2324,53
1542,{},,223,2325,8
1543,{},,223,2326,8
1544,{},,223,2327,8
1545,{},,315b,2331,4
1546,{},,,2334,11
1547,{},,,2334,7
1548,{},,461,2335,23
1549,{},,143,2336,23
1550,{},,,2337,11
1551,{},,3381,2338,21
1552,{},,3411,2339,21
1553,{},,3420,2340,21
1554,{},,3421,2343,21
1555,{},,128,2344,8
1556,{},,227,2345,8
1557,{},,53,2346,8
1558,{},,4003,2347,18
1559,{},,4003,2348,18
1560,{},,4006,2349,18
1561,{},,4007,2350,18
1562,{},,4009,2351,18
1563,{},,4010,2352,18
1564,{},,468,2353,18
1565,{},,,2361,54
1566,{},,,2362,11
1567,{},,,2363,7
1568,{},,,2363,11
1569,{},,,2364,11
1570,{},,,2365,2
1571,{},,,2366,2
1572,{},,,2367,2
1573,{},,,2368,2
1574,{},,,2369,2
1575,{},,,2370,2
1576,{},,,2371,2
1577,{},,,2372,2
1578,{},,,2373,2
1579,{},,130b,2376,12
1580,{},,130b,2377,12
1581,{},,,2378,7
1582,{},,265,2378,13
1583,{},,65,2382,19
1584,{},,63,2383,19
1585,{},,63,2384,19
1586,{},,66,2385,19
1587,{},,63,2386,19
1588,{},,,2387,2
1589,{},,,2388,2
1590,{},,,2389,2
1591,{},,,2390,2
1592,{},,,2391,2
1593,{},,451,2393,10
1594,{},,15a,2393,55
1595,{},,210a,2394,4
1596,{},,,2395,11
1597,{},,102,2398,10
1598,{},,269,2399,23
1599,{},,269,2400,23
1600,{},,271,2401,23
1601,{},,273,2402,23
1602,{},,273,2403,23
1603,{},,280,2404,23
1604,{},,293,2405,23
1605,{},,18,2407,21
1606,{},,,2408,48
1607,{},,905,2408,21
1608,{},,906,2409,21
1609,{},,,2409,27
1610,{},,913,2410,21
1611,{},,915,2411,21
1612,{},,924,2412,21
1613,{},,928,2414,21
1614,{},,168,2422,8
1615,{},,168,2423,8
1616,{},,168,2424,8
1617,{},,225,2425,8
1618,{},,225,2426,8
1619,{},,203b,2427,4
1620,{},,204b,2429,4
1621,{},,204a,2430,4
1622,{},,305,2431,18
1623,{},,309,2432,18
1624,{},,,2435,7
1625,{},,,2436,24
1626,{},,,2436,11
1627,{},,,2438,2
1628,{},,63,2441,19
1629,{},,138,2442,43
1630,{},,138,2443,43
1631,{},,42a,2445,12
1632,{},,,2446,30
1633,{},,4,2448,19
1634,{},,65,2451,10
1635,{},,171,2454,21
1636,{},,171,2455,21
1637,{},,,2456,7
1638,{},,2999,2458,18
1639,{},,,2460,11
1640,{},,133a,2464,12
1641,{},,267,2465,13
1642,{},,,2466,7
1643,{},,59,2469,10
1644,{},,93a,2470,23
1645,{},,67a,2471,23
1646,{},,64b,2472,20
1647,{},,265b,2473,4
1648,{},,2999,2474,18
1649,{},,,2476,11
1650,{},,171,2477,21
1651,{},,3,2483,19
1652,{},,3,2484,19
1653,{},,,2489,3
1654,{},,106,2492,28
1655,{},,77,2493,53
1656,{},,,2494,33
1657,{},,,2494,46
1658,{},,,2495,56
1659,{},,,2496,32
1660,{},,,2497,44
1661,{},,,2499,2
1662,{},,53,2500,19
1663,{},,82,2500,1
1664,{},,,2501,57
1665,{},,,2504,11
1666,{},,,2505,3
1667,{},,,2506,3
1668,{},,1800,2507,18
1669,{},,,2509,3
1670,{},,,2510,11
1671,{},,,2511,3
1672,{},,,2512,11
1673,{},,,2515,58
1674,{},,575b,2516,20
1675,{},,54a,2517,12
1676,{},,,2519,3
1677,{},,196a,2520,4
1678,{},,196a,2521,4
1679,{},,,2524,11
1680,{},,,2525,3
1681,{},,,2526,3
1682,{},,327b,2527,4
1683,{},,,2528,10
1684,{},,,2529,10
1685,{},,,2530,7
1686,{},,217a,2531,4
1687,{},,1476,2532,18
1688,{},,591,2534,17
1689,{},,591,2535,17
1690,{},,,2536,11
1691,{},,244a,2537,59
1692,{},,32,2538,27
1693,{},,37,2539,27
1694,{},,37,2540,27
1695,{},,397a,2544,20
1696,{},,350b,2545,20
1697,{},,175b,2546,12
1698,{},,171b,2547,12
1699,{},,170,2550,13
1700,{},,,2552,3
1701,{},,,2553,3
1702,{},,,2554,41
1703,{},,,2555,10
1704,{},,,2557,2
1705,{},,,2558,2
1706,{},,41,2559,19
1707,{},,4,2560,19
1708,{},,49,2565,18
1709,{},,328,2566,18
1710,{},,1949,2567,18
1711,{},,2137,2568,18
1712,{},,2546,2569,18
1713,{},,3048,2570,18
1714,{},,3250,2571,18
1715,{},,,2579,7
1716,{},,89,2582,10
1717,{},,,2583,3
1718,{},,1126,2584,18
1719,{},,,2586,20
1720,{},,,2587,11
1721,{},,,2589,2
1722,{},,79,2591,19
1723,{},,3,2591,1
1724,{},,74b,2592,12
1725,{},,121b,2593,12
1726,{},,75,2595,13
1727,{},,,2596,11
1728,{},,,2599,3
1729,{},,255b,2600,4
1730,{},,,2601,3
1731,{},,,2602,11
1732,{},,323b,2603,4
1733,{},,,2604,17
1734,{},,,2607,17
1735,{},,,2608,11
1736,{},,,2610,2
1737,{},,37,2613,19
1738,{},,2,2613,1
1739,{},,30b,2615,12
1740,{},,,2617,3
1741,{},,,2618,7
1742,{},,,2621,7
1743,{},,116a,2622,23
1744,{},,176a,2624,4
1745,{},,2218,2625,18
1746,{},,20,2627,27
1747,{},,,2629,2
1748,{},,32,2633,19
1749,{},,11,2633,1
1750,{},,225a,2634,12
1751,{},,,2636,7
1752,{},,176a,2636,4
1753,{},,396,2638,23
1754,{},,538,2639,23
1755,{},,246b,2640,4
1756,{},,,2642,2
1757,{},,42,2643,19
1758,{},,101,2643,1
1759,{},,42,2644,19
1760,{},,42,2645,19
1761,{},,,2648,3
1762,{},,328,2649,4
1763,{},,246b,2650,4
1764,{},,,2651,22
1765,{},,423b,2655,20
1766,{},,,2657,2
1767,{},,54,2658,19
1768,{},,,2662,3
1769,{},,445a,2663,23
1770,{},,355,2664,23
1771,{},,432,2665,23
1772,{},,564,2666,23
1773,{},,571,2667,23
1774,{},,287,2668,23
1775,{},,354,2669,23
1776,{},,432,2670,23
1777,{},,328b,2671,4
1778,{},,,2672,8
1779,{},,,2673,8
1780,{},,282a,2674,4
1781,{},,,2675,11
1782,{},,,2676,11
1783,{},,,2677,11
1784,{},,,2678,11
1785,{},,,2679,11
1786,{},,,2680,11
1787,{},,,2682,2
1788,{},,54,2684,19
1789,{},,54,2685,19
1790,{},,93,2685,1
1791,{},,93,2686,1
1792,{},,36a,2688,12
1793,{},,129b,2689,12
1794,{},,,2694,11
1795,{},,,2695,3
1796,{},,,2696,11
1797,{},,,2699,7
1798,{},,68a,2700,12
1799,{},,167,2701,13
1800,{},,214,2703,10
1801,{},,214,2704,10
1802,{},,,2705,3
1803,{},,320b,2706,4
1804,{},,,2706,5
1805,{},,320b,2707,4
1806,{},,40,2708,60
1807,{},,,2709,8
1808,{},,40,2710,60
1809,{},,113.25,2710,28
1810,{},,105.15,2711,28
1811,{},,115.2,2712,28
1812,{},,112.1,2713,28
1813,{},,63,2714,60
1814,{},,63,2715,60
1815,{},,22.7,2716,28
1816,{},,101.8,2717,28
1817,{},,,2719,32
1818,{},,,2720,44
1819,{},,,2721,61
1820,{},,,2722,39
1821,{},,265b,2723,4
1822,{},,265b,2724,4
1823,{},,,2730,11
1824,{},,,2731,3
1825,{},,,2732,3
1826,{},,,2733,11
1827,{},,2832,2734,18
1828,{},,,2736,17
1829,{},,,2737,11
1830,{},,,2739,2
1831,{},,37,2743,19
1832,{},,,2744,11
1833,{},,31b,2745,12
1834,{},,,2747,3
1835,{},,,2748,11
1836,{},,487,2750,23
1837,{},,466b,2751,20
1838,{},,167a,2753,12
1839,{},,167,2755,13
1840,{},,276,2758,10
1841,{},,,2762,7
1842,{},,48,2764,21
1843,{},,48,2765,21
1844,{},,328a,2766,4
1845,{},,630,2767,18
1846,{},,16.6,2768,45
1847,{},,334a,2771,20
1848,{},,,2772,11
1849,{},,,2774,2
1850,{},,3,2777,19
1851,{},,13b,2778,12
1852,{},,328a,2781,4
1853,{},,172b,2782,20
1854,{},,259b,2783,20
1855,{},,16.6,2784,45
1856,{},,693,2784,18
1857,{},,,2787,2
1858,{},,,2788,2
1859,{},,,2789,2
1860,{},,,2790,2
1861,{},,49,2791,19
1862,{},,3,2792,19
1863,{},,,2794,3
1864,{},,,2794,11
1865,{},,,2795,62
1866,{},,,2796,53
1867,{},,32,2797,19
1868,{},,32,2798,19
1869,{},,37,2798,1
1870,{},,10,2799,19
1871,{},,10,2800,19
1872,{},,,2801,3
1873,{},,,2802,33
1874,{},,,2802,10
1875,{},,,2802,7
1876,{},,,2805,41
1877,{},,200a,2806,4
1878,{},,3640,2807,18
1879,{},,,2810,2
1880,{},,,2812,3
1881,{},,,2813,11
1882,{},,324a,2814,4
1883,{},,,2815,57
1884,{},,,2815,11
1885,{},,,2816,11
1886,{},,,2819,11
1887,{},,,2820,11
1888,{},,279a,2823,4
1889,{},,,2825,3
1890,{},,322a,2826,4
1891,{},,,2826,5
1892,{},,,2827,17
1893,{},,3132,2828,18
1894,{},,,2830,17
1895,{},,,2831,63
1896,{},,,2832,11
1897,{},,313b,2837,20
1898,{},,73a,2838,20
1899,{},,38a,2839,12
1900,{},,,2841,11
1901,{},,76,2843,21
1902,{},,,2844,7
1903,{},,163a,2847,12
1904,{},,245,2850,21
1905,{},,,2851,7
1906,{},,175b,2852,23
1907,{},,1707,2853,18
1908,{},,146b,2855,20
1909,{},,145b,2856,20
1910,{},,163a,2858,12
1911,{},,215,2860,10
1912,{},,284b,2862,4
1913,{},,,2865,7
1914,{},,,2866,3
1915,{},,,2867,3
1916,{},,,2867,31
1917,{},,245,2868,21
1918,{},,321b,2869,4
1919,{},,331b,2870,4
1920,{},,240b,2871,4
1921,{},,502,2873,18
1922,{},,563,2874,18
1923,{},,605a,2877,20
1924,{},,603a,2878,20
1925,{},,,2879,11
1926,{},,,2880,2
1927,{},,143a,2884,12
1928,{},,166,2886,13
1929,{},,,2889,11
1930,{},,,2890,3
1931,{},,1474,2891,18
1932,{},,207b,2893,42
1933,{},,,2895,2
1934,{},,,2896,2
1935,{},,41,2897,19
1936,{},,51,2898,19
1937,{},,245,2901,21
1938,{},,386,2903,18
1939,{},,1044,2904,18
1940,{},,2561,2905,18
1941,{},,,2909,11
1942,{},,,2910,11
1943,{},,,2911,11
1944,{},,,2912,11
1945,{},,,2913,11
1946,{},,,2914,11
1947,{},,,2915,11
1948,{},,43,2918,12
1949,{},,,2919,2
1950,{},,384a,2921,20
1951,{},,272,2923,23
1952,{},,403,2924,23
1953,{},,22,2926,27
1954,{},,,2927,11
1955,{},,247,2931,10
1956,{},,293a,2932,23
1957,{},,,2932,64
1958,{},,331b,2933,4
1959,{},,321,2934,18
1960,{},,270a,2936,20
1961,{},,,2937,11
1962,{},,,2938,2
1963,{},,138b,2940,12
1964,{},,,2942,2
1965,{},,,2943,2
1966,{},,42,2944,19
1967,{},,31,2944,1
1968,{},,,2947,11
1969,{},,,2950,11
1970,{},,247,2951,23
1971,{},,345,2952,23
1972,{},,349,2953,23
1973,{},,525,2954,23
1974,{},,598,2955,23
1975,{},,620,2956,23
1976,{},,,2957,11
1977,{},,,2958,17
1978,{},,2268,2959,18
1979,{},,2582,2960,18
1980,{},,606a,2963,20
1981,{},,,2964,11
1982,{},,,2966,2
1983,{},,,2967,2
1984,{},,53,2970,19
1985,{},,142b,2971,12
1986,{},,,2974,11
1987,{},,,2975,11
1988,{},,,2976,11
1989,{},,,2977,11
1990,{},,,2978,11
1991,{},,,2979,65
1992,{},,,2980,65
1993,{},,,2981,65
1994,{},,,2982,65
1995,{},,,2984,7
1996,{},,,2986,11
1997,{},,271b,2987,20
1998,{},,,2988,11
1999,{},,,2989,7
2000,{},,,2989,11
2001,{},,205b,2991,12
2002,{},,107,2992,13
2003,{},,,2994,11
2004,{},,,2995,7
2005,{},,,2995,11
2006,{},,176b,2996,23
2007,{},,176b,2997,23
2008,{},,109,2999,28
2009,{},,1709,3000,18
2010,{},,,3002,11
2011,{},,180b,3005,12
2012,{},,,3007,11
2013,{},,206,3009,10
2014,{},,1566,3011,18
2015,{},,,3014,11
2016,{},,,3015,11
2017,{},,,3016,11
2018,{},,,3017,11
2019,{},,296,3018,23
2020,{},,362,3019,23
2021,{},,438,3020,23
2022,{},,657,3021,23
2023,{},,632,3022,23
2024,{},,417b,3023,66
2025,{},,19,3025,12
2026,{},,,3028,7
2027,{},,,3031,3
2028,{},,,3032,3
2029,{},,29,3033,21
2030,{},,,3034,22
2031,{},,237,3036,20
2032,{},,,3039,2
2033,{},,74,3041,19
2034,{},,,3042,16
2035,{},,,3042,11
2036,{},,,3043,11
2037,{},,174b,3045,4
2038,{},,536,3046,18
2039,{},,563b,3048,20
2040,{},,,3049,11
2041,{},,,3052,7
2042,{},,,3053,11
2043,{},,,3055,16
2044,{},,,3056,7
2045,{},,646b,3057,23
2046,{},,2627,3058,18
2047,{},,,3060,11
2048,{},,80a,3063,12
2049,{},,278,3064,13
2050,{},,3445,3067,18
2051,{},,1540,3068,18
2052,{},,2658,3069,18
2053,{},,432,3073,23
2054,{},,646,3074,23
2055,{},,,3076,27
2056,{},,26,3077,27
2057,{},,71,3078,27
2058,{},,,3079,7
2059,{},,,3080,11
2060,{},,,3081,11
2061,{},,,3082,3
2062,{},,629,3083,23
2063,{},,653,3084,23
2064,{},,2734,3086,18
2065,{},,2026,3087,18
2066,{},,18.8,3088,45
2067,{},,2242,3088,18
2068,{},,2574,3089,18
2069,{},,2734,3090,18
2070,{},,,3096,17
2071,{},,,3097,11
2072,{},,,3098,11
2073,{},,,3099,11
2074,{},,,3100,11
2075,{},,,3101,11
2076,{},,,3102,11
2077,{},,,3103,11
2078,{},,,3104,11
2079,{},,,3105,11
2080,{},,,3106,11
2081,{},,149a,3110,12
2082,{},,,3111,7
2083,{},,77,3113,13
2084,{},,,3114,7
2085,{},,,3117,67
2086,{},,,3117,11
2087,{},,2869,3120,18
2088,{},,,3122,17
2089,{},,258a,3123,4
2090,{},,,3126,7
2091,{},,,3129,3
2092,{},,,3130,3
2093,{},,,3131,3
2094,{},,,3131,11
2095,{},,,3131,36
2096,{},,293a,3132,4
2097,{},,2359,3133,18
2098,{},,340b,3135,20
2099,{},,,3136,11
2100,{},,,3138,2
2101,{},,71,3141,19
2102,{},,104,3141,1
2103,{},,,3143,3
2104,{},,,3143,11
2105,{},,,3145,16
2106,{},,,3146,31
2107,{},,290b,3147,4
2108,{},,290b,3148,4
2109,{},,2262,3149,18
2110,{},,,3151,11
2111,{},,,3156,3
2112,{},,,3157,3
2113,{},,324a,3158,4
2114,{},,105,3159,28
2115,{},,197b,3161,4
2116,{},,3959,3162,18
2117,{},,168,3164,20
2118,{},,,3165,11
2119,{},,,3168,7
2120,{},,221b,3170,12
2121,{},,164,3172,13
2122,{},,162a,3174,23
2123,{},,,3175,38
2124,{},,290b,3176,4
2125,{},,288,3177,18
2126,{},,150b,3179,20
2127,{},,,3180,7
2128,{},,55b,3182,12
2129,{},,86,3185,21
2130,{},,,3186,3
2131,{},,1889,3187,18
2132,{},,431b,3189,20
2133,{},,,3190,11
2134,{},,29a,3193,12
2135,{},,,3196,11
2136,{},,2869,3197,18
2137,{},,,3199,11
2138,{},,,3200,11
2139,{},,,3201,11
2140,{},,,3202,11
2141,{},,12a,3204,12
2142,{},,302b,3205,12
2143,{},,235a,3206,12
2144,{},,65,3209,27
2145,{},,199,3210,21
2146,{},,69b,3212,23
2147,{},,385,3213,23
2148,{},,363a,3214,20
2149,{},,326b,3215,4
2150,{},,180b,3216,4
2151,{},,257b,3217,4
2152,{},,249,3218,4
2153,{},,249,3219,4
2154,{},,249,3220,4
2155,{},,721,3221,18
2156,{},,,3223,11
2157,{},,,3224,7
2158,{},,,3224,11
2159,{},,,3230,16
2160,{},,,3231,7
2161,{},,417a,3232,23
2162,{},,396b,3233,20
2163,{},,,3234,11
2164,{},,15a,3236,12
2165,{},,322a,3239,4
2166,{},,1878,3240,10
2167,{},,180a,3241,4
2168,{},,222a,3242,23
2169,{},,195a,3243,20
2170,{},,,3247,11
2171,{},,1378,3248,18
2172,{},,394,3249,18
2173,{},,384,3252,23
2174,{},,,3254,7
2175,{},,1378,3255,18
2176,{},,394,3256,18
2177,{},,,3261,3
2178,{},,404a,3262,23
2179,{},,242,3263,21
2180,{},,2819,3264,18
2181,{},,689,3266,18
2182,{},,48a,3270,20
2183,{},,,3271,11
2184,{},,,3272,11
2185,{},,,3273,11
2186,{},,99b,3274,42
2187,{},,164,3277,13
2188,{},,316b,3278,12
2189,{},,13,3281,19
2190,{},,,3283,2
2191,{},,256a,3284,4
2192,{},,,3285,7
2193,{},,,3288,3
2194,{},,,3289,3
2195,{},,,3290,3
2196,{},,,3291,16
2197,{},,,3293,28
2198,{},,,3294,7
2199,{},,,3295,17
2200,{},,2001,3296,18
2201,{},,,3298,11
2202,{},,,3299,11
2203,{},,,3301,2
2204,{},,13,3304,19
2205,{},,164,3305,13
2206,{},,102b,3306,12
2207,{},,328a,3309,4
2208,{},,,3309,5
2209,{},,,3310,33
2210,{},,,3310,10
2211,{},,,3312,3
2212,{},,3674,3313,18
2213,{},,,3316,11
2214,{},,,3317,11
2215,{},,,3318,3
2216,{},,568a,3319,20
2217,{},,,3320,11
2218,{},,,3322,11
2219,{},,,3324,11
2220,{},,328a,3326,4
2221,{},,,3327,33
2222,{},,,3327,10
2223,{},,203b,3328,4
2224,{},,,3330,2
2225,{},,74,3331,19
2226,{},,6,3331,1
2227,{},,246,3334,10
2228,{},,,3335,55
2229,{},,,3336,3
2230,{},,241,3337,21
2231,{},,319a,3338,4
2232,{},,,3341,30
2233,{},,,3341,68
2234,{},,,3344,11
2235,{},,,3345,2
2236,{},,,3348,11
2237,{},,,3350,11
2238,{},,,3351,11
2239,{},,,3353,11
2240,{},,65,3356,10
2241,{},,193b,3357,4
2242,{},,165b,3358,23
2243,{},,,3359,44
2244,{},,,3360,32
2245,{},,,3361,17
2246,{},,,3362,68
2247,{},,123a,3364,20
2248,{},,,3365,11
2249,{},,,3367,2
2250,{},,,3370,15
2251,{},,,3372,17
2252,{},,,3373,11
2253,{},,,3375,11
2254,{},,242b,3377,59
2255,{},,,3378,11
2256,{},,,3379,11
2257,{},,,3380,3
2258,{},,,3381,17
2259,{},,2279,3382,18
2260,{},,,3384,17
2261,{},,,3385,11
2262,{},,340a,3388,20
2263,{},,119a,3390,12
2264,{},,,3392,3
2265,{},,,3393,11
2266,{},,98b,3395,20
2267,{},,1699,3396,18
2268,{},,129b,3399,23
2269,{},,,3400,17
2270,{},,246a,3402,4
2271,{},,2711,3403,18
2272,{},,3423,3404,18
2273,{},,,3404,68
2274,{},,200,3405,18
2275,{},,,3410,2
2276,{},,,3411,2
2277,{},,,3412,2
2278,{},,12,3413,19
2279,{},,,3416,3
2280,{},,,3417,3
2281,{},,,3419,17
2282,{},,246a,3420,4
2283,{},,,3421,11
2284,{},,,3423,2
2285,{},,7,3426,19
2286,{},,,3427,11
2287,{},,222a,3428,12
2288,{},,,3429,11
2289,{},,,3430,7
2290,{},,,3432,11
2291,{},,173b,3433,23
