jsondata,id,name,description,markup_description,pk,valueset_pk,domainelement_pk,frequency,confidence,version
{},la-295-1-1,pšá,sneeze,,4464,3056,,,,1
{},of-295-1-1,ámifĕ,[sneeze],,4465,3057,,,,1
{},sv-295-1-1,pša,[sneeze],,4466,3058,,,,1
{},wi-295-1-1,heepšį́,[sneeze],,4467,3059,,,,1
{},wi-295-1-2,heepšį,[sneeze],,4468,3059,,,,1
{},bi-295-1-1,mĭsí,[sneeze],,4469,3060,,,,1
{},ks-295-1-1,hečhį́,[sneeze],,4470,3061,,,,1
{},pwc-295-1-1,*hé•pšį,[sneeze],,4471,3062,,,,1
{},pdh-295-1-1,*hečhį,[sneeze],,4472,3063,,,,1
{},pbo-295-1-1,*amíse,[sneeze],,4473,3064,,,,1
{},os-295-1-1,hétsiⁿ,sneeze,,4474,3065,,,,1
{},pda-295-1-1,pša,[sneeze],,4475,3066,,,,1
{},op-295-1-1,hechiⁿ,[sneeze],,4476,3067,,,,1
{},hi-296-1-1,araxo•xE,"erase with foot, wipe off with foot",,4477,3068,,,,1
{},hi-296-1-2,páxo•xE,smooth a hide after tanning,,4478,3068,,,,1
{},cr-296-1-1,daxxóxxi,"peel, rasp",,4479,3069,,,,1
{},pch-296-1-1,*xohxE (?),[smooth (2)],,4480,3070,,,,1
{},psi-296-1-1,*xó•he,[smooth (2)],,4481,3071,,,,1
{},bi-296-1-1,"dŭkxohí, tûkxohí","make smooth with a knife, to scrape",,4482,3072,,,,1
{},bi-296-1-2,kĭtû´kxohí,scrape for another,,4483,3072,,,,1
{},bi-296-1-3,paxoxí,scrape an object by pushing,,4484,3072,,,,1
{},pmv-297-1-1,*štųká,[smooth (1)],,4485,3073,,,,1
{},ch-297-1-1,wistúnge,soften by pressure,,4486,3074,,,,1
{},qu-297-1-1,štǫká,soft,,4487,3075,,,,1
{},la-297-1-1,štų́ka,"soft, of something that should be hard",,4488,3076,,,,1
{},da-297-1-1,śtuŋ-ká,"unripe, as fruit",,4489,3077,,,,1
{},ks-297-1-1,štǫgá,soft,,4490,3078,,,,1
{},pdh-297-1-1,*štǫká,[smooth (1)],,4491,3079,,,,1
{},os-297-1-1,štǫka,soft,,4492,3080,,,,1
{},pda-297-1-1,*štųka,[smooth (1)],,4493,3081,,,,1
{},op-297-1-1,shtoⁿga,soft,,4494,3082,,,,1
{},pmv-298-1-1,*ųpa,"[smoke tobacco, pipe]",,4495,3083,,,,1
{},psi-298-1-1,*ų•pa,"[smoke tobacco, pipe]",,4496,3084,,,,1
{},qu-298-1-1,taníba,pipe,,4497,3085,,,,1
{},la-298-1-1,ʔų́pa,to smoke,,4498,3086,,,,1
{},la-298-1-2,čhanų́pa,pipe < tobacco + smoke,,4499,3086,,,,1
{},ch-298-1-1,láhnųwe,pipe,,4500,3087,,,,1
{},psc-298-1-1,*ųpa,"[smoke tobacco, pipe]",,4501,3088,,,,1
{},ca-298-1-1,ųpa•,tobacco,,4502,3089,,,,1
{},ca-298-1-2,ʔę•pa•,tobacco,,4503,3089,,,,1
{},ca-298-1-3,į́pa,"[smoke tobacco, pipe]",,4504,3089,,,,1
{},da-298-1-1,uŋpa,to smoke (tobacco),,4505,3090,,,,1
{},ks-298-1-1,nąnǫ̂•ba,pipe,,4506,3091,,,,1
{},pch-298-1-1,*ó•pV,"[smoke tobacco, pipe]",,4507,3092,,,,1
{},hi-298-1-1,ó•pi,tobacco,,4508,3093,,,,1
{},pdh-298-1-1,*-ǫpa,"[smoke tobacco, pipe]",,4509,3094,,,,1
{},cr-298-1-1,óopa,tobacco,,4510,3095,,,,1
{},os-298-1-1,noⁿníoⁿba,pipe,,4511,3096,,,,1
{},pda-298-1-1,*ų́pA,"[smoke tobacco, pipe]",,4512,3097,,,,1
{},op-298-1-1,niníba,pipe,,4513,3098,,,,1
{},pmv-299-1-1,*-wrą,[smell],,4514,3099,,,,1
{},ch-299-1-1,ó•brą,smell,,4515,3100,,,,1
{},qu-299-1-1,"-bną, di-",smell (hands),,4516,3101,,,,1
{},qu-299-1-2,"-bną, tá-",to smell of sth. burning,,4517,3101,,,,1
{},qu-299-1-3,"-bdą́, di-",smell (hands),,4518,3101,,,,1
{},la-299-1-1,ó_mna,smell something,,4519,3102,,,,1
{},la-299-1-2,wó_mna,smell something; an odor,,4520,3102,,,,1
{},of-299-1-1,nạphíhi,smelling good,,4521,3103,,,,1
{},wi-299-1-1,"-pą́ną, horu-",to smell,,4522,3104,,,,1
{},wi-299-1-2,horupąną,[smell],,4523,3104,,,,1
{},st-299-1-1,xomną́,coffee (it smells),,4524,3105,,,,1
{},ks-299-1-1,bablą́,"spoil, puncture and give off an odor",,4525,3106,,,,1
{},ks-299-1-2,bóblą,"smell of gunpowder, cause by shooting",,4526,3106,,,,1
{},ks-299-1-3,büblą́,"smell, cause to rise from lying on grass",,4527,3106,,,,1
{},ks-299-1-4,dáblą ~ dábląbe,"smell, give off a burning odor",,4528,3106,,,,1
{},ks-299-1-5,gablą́,"smell, give off an odor",,4529,3106,,,,1
{},ks-299-1-6,yüblą́,"smell, make the hands, make smell handling",,4530,3106,,,,1
{},pwc-299-1-1,*-prą,[smell],,4531,3107,,,,1
{},pdh-299-1-1,*-brą,[smell],,4532,3108,,,,1
{},os-299-1-1,uthíbthoⁿ,to smell,,4533,3109,,,,1
{},pda-299-1-1,*-mna,[smell],,4534,3110,,,,1
{},op-299-1-1,"blą́, brą́, bðą́, bną́",smell,,4535,3111,,,,1
{},pmv-300-1-1,*srúte,[slowly],,4536,3112,,,,1
{},ch-300-1-1,θlíǰe,leisurely,,4537,3113,,,,1
{},ch-300-1-2,thníje,"slow, taking time, softly, easily",,4538,3113,,,,1
{},qu-300-1-1,óstitte,slowly,,4539,3114,,,,1
{},ks-300-1-1,sčǘǰe,"straight, correct, exact",,4540,3115,,,,1
{},pdh-300-1-1,*srúte,[slowly],,4541,3116,,,,1
{},os-300-1-1,waçtu´dse,slow walking or moving,,4542,3117,,,,1
{},op-300-1-1,snide,slow,,4543,3118,,,,1
{},op-300-1-2,çnide,[slowly],,4544,3118,,,,1
{},pmv-301-1-1,*srátE,[slow],,4545,3119,,,,1
{},ch-301-1-1,thráje,"straight, upright",,4546,3120,,,,1
{},la-301-1-1,slátA,"slow, feeble",,4547,3121,,,,1
{},la-301-1-2,"-slátA, na-","go softly up to something, crawl up to",,4548,3121,,,,1
{},la-301-1-3,"-slatA, oná-",make one’s way slowly by foot,,4549,3121,,,,1
{},la-301-1-4,"-slatA, wayú-",do a thing slowly,,4550,3121,,,,1
{},wi-301-1-1,"-sárač, nąą-",walk on tiptoe,,4551,3122,,,,1
{},wi-301-1-2,nąąsarac,do slowly and carefully,,4552,3122,,,,1
{},wi-301-1-3,"-sárač, hiru-",[slow],,4553,3122,,,,1
{},wi-301-1-4,hirusarac,[slow],,4554,3122,,,,1
{},da-301-1-1,sdá-ta,"slow, feeble",,4555,3123,,,,1
{},ks-301-1-1,nąstáǰi,"step lightly, quietly",,4556,3124,,,,1
{},pwc-301-1-1,*sráte,[slow],,4557,3125,,,,1
{},pda-301-1-1,*srátA,[slow],,4558,3126,,,,1
{},psi-302-1-1,*-šutE,[slip (6)],,4559,3127,,,,1
{},la-302-1-1,"-šúta, wa-",shoot and miss,,4560,3128,,,,1
{},bi-302-1-1,natcûpĭ´,(her) foot slipped,,4561,3129,,,,1
{},bi-302-2-1,"datcpí, datcû´p","miss with the mouth, lips, teeth, etc.",,4562,3129,,,,1
{},bi-302-3-1,"dutcpi´, dutcû´p","miss, as in trying to catch a ball; it falls, because it slips from his grasp",,4563,3129,,,,1
{},bi-302-4-1,ánatcpi,kick an object and miss it,,4564,3129,,,,1
{},bi-302-5-1,datcpí,"miss an object in grasping after it, or in reaching out to an object",,4565,3129,,,,1
{},bi-302-6-1,dŭkŭtcpi´,miss in pushing or punching; to let a knife or an axe slip by the object without hitting or cutting it,,4566,3129,,,,1
{},bi-302-7-1,kĭdutcpí,drop another’s property from the hand,,4567,3129,,,,1
{},bi-302-8-1,"natcpi´, natcûpĭ´",let the foot slip,,4568,3129,,,,1
{},pch-302-1-1,*-šutE,[slip (6)],,4569,3130,,,,1
{},hi-302-1-1,"-šutE, ara-","lose footing, climb and slip",,4570,3131,,,,1
{},hi-302-1-2,"-šutE, ná-",drop from teeth,,4571,3131,,,,1
{},hi-302-1-3,"-šutE, nak-","glance a blow off, slip out of place and drop suddenly",,4572,3131,,,,1
{},hi-302-1-4,"-šutE, nú-",drop out of hand,,4573,3131,,,,1
{},hi-302-1-5,"-šitE, nú-","drop out of hand, lose one’s grip",,4574,3131,,,,1
{},hi-302-1-6,"-šutE, pá-","drop a stick, push and glance off",,4575,3131,,,,1
{},cr-302-1-1,dússhishi,break by hand,,4576,3132,,,,1
{},cr-302-1-2,dásshushi,break with mouth,,4577,3132,,,,1
{},pda-302-1-1,*-šuta,[slip (6)],,4578,3133,,,,1
{},psi-303-1-1,*-šrútE,[slip (5)],,4579,3134,,,,1
{},ma-303-1-1,"-sírutoʔš, ra-",he slips,,4580,3135,,,,1
{},ma-303-1-2,rusírutak,it slipped (sub.),,4581,3135,,,,1
{},ma-303-1-3,"síruruʔtoʔš, síruruttoʔš",it’s slippery,,4582,3135,,,,1
{},la-303-1-1,šlušlúta,"slippery, as a road; smooth, as ice",,4583,3136,,,,1
{},la-303-1-2,"-šluta, ayá-",have the teeth slip on anything,,4584,3136,,,,1
{},la-303-1-3,"-šlúta, wo-","glance, as a bullet",,4585,3136,,,,1
{},la-303-1-4,"-šlúta, ka-",strike and make glance off,,4586,3136,,,,1
{},la-303-1-5,"-šlúšluta, na-",slip often; to make smooth with the feet,,4587,3136,,,,1
{},la-303-1-6,"-šlúta, pa-",loom up thence coming up and into sight,,4588,3136,,,,1
{},la-303-1-7,"-šlúta, yu-","slip out, to let slip from one, as a fish",,4589,3136,,,,1
{},da-303-1-1,šdúta,slipping,,4590,3137,,,,1
{},pma-303-1-1,*:srut- (?),[slip (5)],,4591,3138,,,,1
{},pda-303-1-1,*šruta,[slip (5)],,4592,3139,,,,1
{},pmv-304-1-1,*šrúkE,[slip (4)],,4593,3140,,,,1
{},wi-304-1-1,wašurúk,push back foreskin,,4594,3141,,,,1
{},wi-304-1-2,wašuruk,accomplish by cutting,,4595,3141,,,,1
{},wi-304-1-3,mąąxúruk,step on and go all the way through; fig. be good at fancy dancing; accomplish,,4596,3141,,,,1
{},wi-304-1-4,mąąxuruk,"be able to do sth.; earn, v.tr.",,4597,3141,,,,1
{},wi-304-1-5,nąąxúruk,[slip (4)],,4598,3141,,,,1
{},wi-304-1-6,nąąxuruk,[slip (4)],,4599,3141,,,,1
{},wi-304-1-7,ruxurúk,[slip (4)],,4600,3141,,,,1
{},wi-304-1-8,ruxuruk,[slip (4)],,4601,3141,,,,1
{},la-304-1-1,pašlúka,"masturbation, onanism",,4602,3142,,,,1
{},pmv-305-1-1,*srútE,[slip (3)],,4603,3143,,,,1
{},psi-305-1-1,*-srútE,[slip (3)],,4604,3144,,,,1
{},ma-305-1-1,"-širútoʔš, ru-",drop s.t.,,4605,3145,,,,1
{},ma-305-1-2,"-širútoʔš, ka-",strike at and miss,,4606,3145,,,,1
{},ma-305-1-3,"-širútoʔš, pa-",miss one’s target,,4607,3145,,,,1
{},ma-305-1-4,"-širúte, ka-",a blizzard,,4608,3145,,,,1
{},la-305-1-1,"-slútA, ya-",pull out with the mouth,,4609,3146,,,,1
{},la-305-1-2,"-slútA, na-","kick out with the feet, as from one’s bed; to slip out, as a foreign object from an ulcer",,4610,3146,,,,1
{},la-305-1-3,"-slutA, oká-","hit the center, as in shooting and knocking out a piece perhaps",,4611,3146,,,,1
{},la-305-1-4,"-slútA, pa-","push out of, as dirt from a pipe stem",,4612,3146,,,,1
{},la-305-1-5,"-slútA, yu-","pull out, to draw out from under, as a splinter from under a fingernail, or a book from a shelf",,4613,3146,,,,1
{},wi-305-1-1,suruǰré,slide down slowly,,4614,3147,,,,1
{},wi-305-1-2,surucre,be naked,,4615,3147,,,,1
{},wi-305-1-3,surusúruč,[slip (3)],,4616,3147,,,,1
{},wi-305-1-4,surusuruc,[slip (3)],,4617,3147,,,,1
{},da-305-1-1,yu-sdú-ta,"pull out, to draw out from under",,4618,3148,,,,1
{},ks-305-1-1,gasčǘsčüǰe,fringe,,4619,3149,,,,1
{},hi-305-1-1,-cu•ti,"slip, slide",,4620,3150,,,,1
{},hi-305-1-2,cu•cu•ti,slippery,,4621,3150,,,,1
{},pma-305-1-1,*-šrut-,[slip (3)],,4622,3151,,,,1
{},pdh-305-1-1,*-stǘte,[slip (3)],,4623,3152,,,,1
{},qu-305-1-1,distítte,"pull out, milk, pull open",,4624,3153,,,,1
{},os-305-1-1,thistsu´dse,"draw off, pull off",,4625,3154,,,,1
{},pda-305-1-1,*-srutA,[slip (3)],,4626,3155,,,,1
{},pmv-306-1-1,*-srúkE,[slip (2)],,4627,3156,,,,1
{},wi-306-1-1,hiwasúruk,push sth. through so it appears on the other side,,4628,3157,,,,1
{},wi-306-1-2,hiwasuruk,"be soaking wet, wet through and through",,4629,3157,,,,1
{},wi-306-1-3,nį́į boosúruk,"push all the way through, v.tr.",,4630,3157,,,,1
{},wi-306-1-4,nįį boosuruk,[slip (2)],,4631,3157,,,,1
{},wi-306-1-5,hibosúruk,[slip (2)],,4632,3157,,,,1
{},wi-306-1-6,hibosuruk,[slip (2)],,4633,3157,,,,1
{},la-306-1-1,paslúka,"masturbation, onanism",,4634,3158,,,,1
{},pmv-307-1-1,*-šrótE,[slip (1)],,4635,3159,,,,1
{},ch-307-1-1,lišlóǰe,"pull out, off",,4636,3160,,,,1
{},ch-307-1-2,lištóǰe,[slip (1)],,4637,3160,,,,1
{},qu-307-1-1,"-štótte, di-",pull off,,4638,3161,,,,1
{},wi-307-1-1,"-šoróč, ru-","pull loose, take off clothes",,4639,3162,,,,1
{},wi-307-1-2,rušoroc,[slip (1)],,4640,3162,,,,1
{},ks-307-1-1,"-štóǰe, yü- ~ yüščóǰe",pull up,,4641,3163,,,,1
{},pwc-307-1-1,*-šróte,[slip (1)],,4642,3164,,,,1
{},pdh-307-1-1,*-šróte,[slip (1)],,4643,3165,,,,1
{},op-307-1-1,"[†-šnode, ná-]",slip off of its own accord,,4644,3166,,,,1
{},psi-308-1-1,*siróhe,[slide (4)],,4645,3167,,,,1
{},la-308-1-1,slohą́,crawl,,4646,3168,,,,1
{},la-308-1-2,"-slohe, wó-","a drag, a sled",,4647,3168,,,,1
{},la-308-1-3,"-slóhą, ka-",make something or somebody slide by striking,,4648,3168,,,,1
{},la-308-1-4,"-slóhą, na-","make slide by kicking, e.g. a dog",,4649,3168,,,,1
{},la-308-1-5,"-slóhą, pa-","push or shove along, e.g. a sled",,4650,3168,,,,1
{},la-308-1-6,"-slohą, wá-",crawl,,4651,3168,,,,1
{},la-308-1-7,"-slohą, wayá-","drag along with the mouth, as a wolf or other animal does his prey",,4652,3168,,,,1
{},la-308-1-8,"-slóhą, wo-",make slide by shooting,,4653,3168,,,,1
{},la-308-1-9,"-slóhą, yu-","pull a sled, to drag or draw along",,4654,3168,,,,1
{},la-308-1-10,"-slohąhą, iwó-","to fly over the ground, as snow in a blizzard",,4655,3168,,,,1
{},ch-308-1-1,"-θlų́hų, li-",lead pulling,,4656,3169,,,,1
{},ch-308-1-2,"-θlų́hų, gi-","slide, as in baseball",,4657,3169,,,,1
{},ca-308-1-1,kus səráhę́ʔ,corn husked,,4658,3170,,,,1
{},bi-308-1-1,siduhi´,worn smooth,,4659,3171,,,,1
{},da-308-1-1,sdo-hąŋ,crawl,,4660,3172,,,,1
{},pch-308-1-1,*-Sirua < *-Siruhe,[slide (4)],,4661,3173,,,,1
{},hi-308-1-1,"-carua, ara-","drag feet, shuffle",,4662,3174,,,,1
{},hi-308-1-2,"-carua, ná-",drag away with teeth,,4663,3174,,,,1
{},hi-308-1-3,"-carua, nak-","slide, skate",,4664,3174,,,,1
{},hi-308-1-4,"-carua, nú-","drag, pull",,4665,3174,,,,1
{},hi-308-1-5,"-carua, pá-","slide it away, push with stick",,4666,3174,,,,1
{},hi-308-1-6,"-xaru(a), pá-",push along,,4667,3174,,,,1
{},hi-308-1-7,"-xarua, nú-",move something,,4668,3174,,,,1
{},cr-308-1-1,"-čílua, dač-",skate,,4669,3175,,,,1
{},cr-308-1-2,datchílua,drag,,4670,3175,,,,1
{},cr-308-1-3,"-čilua, dúu-",slide,,4671,3175,,,,1
{},cr-308-1-4,dúuchilua,"peel off, skin animal",,4672,3175,,,,1
{},cr-308-1-5,"-šílua, daš-",push (dead weight),,4673,3175,,,,1
{},cr-308-1-6,dasshílua,drag,,4674,3175,,,,1
{},cr-308-1-7,"-šilua, dúu-",slide,,4675,3175,,,,1
{},cr-308-1-8,dúushilua,"slide, skate",,4676,3175,,,,1
{},cr-308-1-9,"-xalua, páa-","slip, slide",,4677,3175,,,,1
{},cr-308-1-10,"-xalua, dúu-",[slide (4)],,4678,3175,,,,1
{},cr-308-1-11,"-xalua, óo-",[slide (4)],,4679,3175,,,,1
{},cr-308-1-12,"-xálua, dax-",[slide (4)],,4680,3175,,,,1
{},cr-308-1-13,daxą́ru,[slide (4)],,4681,3175,,,,1
{},pda-308-1-1,*srohą́,[slide (4)],,4682,3176,,,,1
{},op-308-1-1,gaçnu,crawl,,4683,3177,,,,1
{},psi-309-1-1,*šrókE,[slide (3)],,4684,3178,,,,1
{},ma-309-1-1,srók,"bare, bald",,4685,3179,,,,1
{},la-309-1-1,yušlóka,pull off,,4686,3180,,,,1
{},la-309-1-2,wanášlogya,hull corn,,4687,3180,,,,1
{},bi-309-1-1,"tcdópi, tcdopí",smooth,,4688,3181,,,,1
{},bi-309-1-2,tcdoyĕ´,make smooth,,4689,3181,,,,1
{},da-309-1-1,kašdóka,knock off or out,,4690,3182,,,,1
{},da-309-1-2,pošdóka,"push or shove off, as one’s coat sleeve",,4691,3182,,,,1
{},da-309-1-3,po-śdo´-ka,[slide (3)],,4692,3182,,,,1
{},pda-309-1-1,*-šroka,[slide (3)],,4693,3183,,,,1
{},psi-310-1-1,*-xro,[slide (2)],,4694,3184,,,,1
{},qu-310-1-1,baxdó,"pierce, stab, perforate",,4695,3185,,,,1
{},qu-310-1-2,odíxdo,take food from a cache,,4696,3185,,,,1
{},qu-310-1-3,póxdo,"ooze, penetrate, as water from the ground",,4697,3185,,,,1
{},of-310-1-1,atce´k tu´sto,husk (corn),,4698,3186,,,,1
{},ca-310-1-1,"stoʔ, štu, štų",husk,,4699,3187,,,,1
{},bi-310-1-1,dĭxdó,hull beans or green nuts,,4700,3188,,,,1
{},wi-310-1-1,"-xoró, ru-","husk, peel off in a layer",,4701,3189,,,,1
{},wi-310-1-2,roxoro,[slide (2)],,4702,3189,,,,1
{},ks-310-1-1,baxló,"crawling, stooping while pushing through",,4703,3190,,,,1
{},ks-310-1-2,ogáxlo,chip or cut out the inside,,4704,3190,,,,1
{},pdh-310-1-1,*-xró,[slide (2)],,4705,3191,,,,1
{},pbo-310-1-1,*-xro,[slide (2)],,4706,3192,,,,1
{},op-310-1-1,ba xthu,pierce,,4707,3193,,,,1
{},pmv-311-1-1,*xróte,[slide (1)],,4708,3194,,,,1
{},ch-311-1-1,waxróje,push off a scab,,4709,3195,,,,1
{},ks-311-1-1,gaxlóǰe,"skin, abrade some part of the body",,4710,3196,,,,1
{},pdh-311-1-1,*-xróte,[slide (1)],,4711,3197,,,,1
{},os-311-1-1,thixthúdse,peel bark,,4712,3198,,,,1
{},op-311-1-1,[†xðóde],pull out,,4713,3199,,,,1
{},pmv-312-1-1,*yą́•,[sleep],,4714,3200,,,,1
{},ch-312-1-1,žą́(•) ~ ɣyą́• ~ yą́•,sleep,,4715,3201,,,,1
{},ch-312-1-2,yą,sleep,,4716,3201,,,,1
{},ca-312-1-1,himų́re ~ imų,sleep,,4717,3202,,,,1
{},ca-312-1-2,cf. hí•mbare,sleep,,4718,3202,,,,1
{},pma-312-1-1,*hrąʔ-,[sleep],,4719,3203,,,,1
{},cr-312-1-1,hiráwi ~ iháwi,sleep,,4720,3204,,,,1
{},la-312-1-1,čhą,"day, sleep",,4721,3205,,,,1
{},tu-312-1-1,"hīy’ñ; hianta, hiantkapewa",sleep,,4722,3206,,,,1
{},tu-312-2-1,híyaⁿ,sleep,,4723,3206,,,,1
{},pch-312-1-1,"*hiráwE, *ihá•wE",[sleep],,4724,3207,,,,1
{},psi-312-1-1,*hiyą́•(-re),[sleep],,4725,3208,,,,1
{},psc-312-1-1,*hiwų́• (?),[sleep],,4726,3209,,,,1
{},bi-312-1-1,yaⁿ´ni,sleep,,4727,3210,,,,1
{},bi-312-2-1,yaⁿ´te,be sleepy,,4728,3210,,,,1
{},bi-312-3-1,yaⁿ,"a sleep, a day",,4729,3210,,,,1
{},wi-312-1-1,nąą,sleep,,4730,3211,,,,1
{},wi-312-1-2,nąą,[sleep],,4731,3211,,,,1
{},da-312-1-1,ćaŋ,a night or day,,4732,3212,,,,1
{},hi-312-1-1,hiráwi ~ ihá•wi,sleep,,4733,3213,,,,1
{},pwc-312-1-1,*yą•,[sleep],,4734,3214,,,,1
{},ma-312-1-1,hąrą́ʔroʔš,he’s sleeping,,4735,3215,,,,1
{},pse-312-1-1,*(hi-)yą́•(-ri),[sleep],,4736,3216,,,,1
{},qu-312-1-1,žą́,sleep,,4737,3217,,,,1
{},of-312-1-1,tcạ́ftu,"go to bed, lie down",,4738,3218,,,,1
{},of-312-2-1,batcā´ftu,"I go to bed, lie down",,4739,3218,,,,1
{},ks-312-1-1,žą́,sleep,,4740,3219,,,,1
{},pdh-312-1-1,*žą́,[sleep],,4741,3220,,,,1
{},pbo-312-1-1,*yą́•(ri) (?),[sleep],,4742,3221,,,,1
{},os-312-1-1,žą́,sleep,,4743,3222,,,,1
{},pda-312-1-1,*čhą,[sleep],,4744,3223,,,,1
{},op-312-1-1,žą́,sleep,,4745,3224,,,,1
{},pmv-313-1-1,*mą́•xi,[sky],,4746,3225,,,,1
{},psi-313-1-1,*wą́•xi,[sky],,4747,3226,,,,1
{},la-313-1-1,maxpíya,"cloud, sky",,4748,3227,,,,1
{},of-313-1-1,ócigwĕ,cloud,,4749,3228,,,,1
{},tu-313-1-1,maqōsi,cloud,,4750,3229,,,,1
{},sv-313-1-1,maxpíya,[sky],,4751,3230,,,,1
{},wi-313-1-1,mąąxí,"sky, clouds (collectively)",,4752,3231,,,,1
{},wi-313-1-2,mąąxi,[sky],,4753,3231,,,,1
{},pse-313-1-1,*mąxi,[sky],,4754,3232,,,,1
{},pch-313-1-1,*ahpá•xE (?),[sky],,4755,3233,,,,1
{},hi-313-1-1,ahpá•xE,cloud,,4756,3234,,,,1
{},hi-313-1-2,ahpá•xi,[sky],,4757,3234,,,,1
{},cr-313-1-1,awáxa,sky,,4758,3235,,,,1
{},cr-313-1-2,ahpaaxí,cloud,,4759,3235,,,,1
{},os-313-1-1,moⁿ´xe,sky,,4760,3236,,,,1
{},pda-313-1-1,*mąx-pí,[sky],,4761,3237,,,,1
{},qu-314-1-1,mą́ka ~ mǫ́ka,skunk,,4762,3238,,,,1
{},pmv-314-1-1,*mą́ka,[skunk],,4763,3239,,,,1
{},psi-314-1-1,*awąka,[skunk],,4764,3240,,,,1
{},ma-314-1-1,wąhték,badger,,4765,3241,,,,1
{},la-314-1-1,mąká,skunk,,4766,3242,,,,1
{},ch-314-1-1,mų́kha,skunk,,4767,3243,,,,1
{},da-314-1-1,maŋ-ká,skunk,,4768,3244,,,,1
{},ks-314-1-1,mą́ga ~ mǫ́ga,skunk,,4769,3245,,,,1
{},pch-314-1-1,*awakV•,[skunk],,4770,3246,,,,1
{},hi-314-1-1,awaká•,badger,,4771,3247,,,,1
{},pdh-314-1-1,*mą́ka,[skunk],,4772,3248,,,,1
{},cr-314-1-1,awačíi,badger,,4773,3249,,,,1
{},os-314-1-1,mą́ka,skunk,,4774,3250,,,,1
{},pda-314-1-1,*mąká,[skunk],,4775,3251,,,,1
{},op-314-1-1,mą́ga,skunk,,4776,3252,,,,1
{},pmv-315-1-1,*xra,"[skinny, thin]",,4777,3253,,,,1
{},psi-315-1-1,*xaráhe,"[skinny, thin]",,4778,3254,,,,1
{},qu-315-1-1,xdá,skinny,,4779,3255,,,,1
{},ch-315-1-1,xláñį,hunger,,4780,3256,,,,1
{},bi-315-1-1,snáhi,"slim, slender",,4781,3257,,,,1
{},wi-315-1-1,-xara,thin,,4782,3258,,,,1
{},wi-315-1-2,-xara,"[skinny, thin]",,4783,3258,,,,1
{},ks-315-1-1,xlá,skinny,,4784,3259,,,,1
{},pch-315-1-1,*xaráxxi,"[skinny, thin]",,4785,3260,,,,1
{},hi-315-1-1,xaráxxi,"thin, skinny",,4786,3261,,,,1
{},pwc-315-1-1,*xra,"[skinny, thin]",,4787,3262,,,,1
{},pdh-315-1-1,*xra,"[skinny, thin]",,4788,3263,,,,1
{},cr-315-1-1,xaláxxi,skinny,,4789,3264,,,,1
{},os-315-1-1,xtha,"emaciate, loss of flesh, waste away",,4790,3265,,,,1
{},pmv-316-1-1,*ha,[skin],,4791,3266,,,,1
{},ch-316-1-1,ha,skin,,4792,3267,,,,1
{},qu-316-1-1,ha,skin,,4793,3268,,,,1
{},la-316-1-1,há,skin,,4794,3269,,,,1
{},sv-316-1-1,há,skin,,4795,3270,,,,1
{},wi-316-1-1,háa,skin (non-human); bark of tree,,4796,3271,,,,1
{},wi-316-1-2,haa,hide (of animal); skin or hair (human) ?,,4797,3271,,,,1
{},wi-316-1-3,háa,[skin],,4798,3271,,,,1
{},wi-316-1-4,haa,[skin],,4799,3271,,,,1
{},ks-316-1-1,ha,skin,,4800,3272,,,,1
{},pwc-316-1-1,*ha,[skin],,4801,3273,,,,1
{},pdh-316-1-1,*ha,[skin],,4802,3274,,,,1
{},os-316-1-1,ha,skin,,4803,3275,,,,1
{},pda-316-1-1,*ha,[skin],,4804,3276,,,,1
{},op-316-1-1,ha,skin,,4805,3277,,,,1
{},pmv-317-1-1,*-ɣé,[skim (3)],,4806,3278,,,,1
{},psi-317-1-1,*-xe•(re),[skim (3)],,4807,3279,,,,1
{},ma-317-1-1,"-xéroʔš, ra-",he grabs it with his mouth,,4808,3280,,,,1
{},ma-317-1-2,"-xéroʔš, ru-",he grabs it,,4809,3280,,,,1
{},la-317-1-1,"-ɣé, ka-","skim off, e.g. cream from milk",,4810,3281,,,,1
{},la-317-1-2,"-ɣé, yu-",take out with the hand,,4811,3281,,,,1
{},la-317-1-3,"-ɣéɣe, yu-","gather up in the hand, to take up by handfuls",,4812,3281,,,,1
{},la-317-1-4,"-ɣéɣe, ya-","gather with the mouth, as cattle do grass",,4813,3281,,,,1
{},wi-317-1-1,"-ɣé, gi-","bring out, as fish with net",,4814,3282,,,,1
{},wi-317-1-2,giǧe,fish out of a liquid with the mouth,,4815,3282,,,,1
{},wi-317-1-3,"-ɣé, ra-",rescue one from drowning; pull out of water,,4816,3282,,,,1
{},wi-317-1-4,raǧe,[skim (3)],,4817,3282,,,,1
{},wi-317-1-5,"-ɣé, ru-",[skim (3)],,4818,3282,,,,1
{},wi-317-1-6,ruǧe,[skim (3)],,4819,3282,,,,1
{},da-317-1-1,yu-ġé,to take out with the hand,,4820,3283,,,,1
{},ks-317-1-1,"-ɣé, ga-","sweep up, scrape together",,4821,3284,,,,1
{},ks-317-1-2,"-ɣé, yü-",dip,,4822,3284,,,,1
{},ch-317-1-1,gixé,"to skim milk or cream, lift a blanket",,4823,3285,,,,1
{},pma-317-1-1,*-xe•r-,[skim (3)],,4824,3286,,,,1
{},pdh-317-1-1,*-ɣé,[skim (3)],,4825,3287,,,,1
{},qu-317-1-1,"-xé, di-","rake, sweep litter away",,4826,3288,,,,1
